"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"507",2013,1,1,1554,1559,-5,1857,1841,16,"DL",847,"N918DE","LGA","ATL",131,762,15,59,2013-01-01 15:00:00
"508",2013,1,1,1554,1600,-6,1830,1820,10,"MQ",3985,"N606MQ","JFK","CVG",118,589,16,0,2013-01-01 16:00:00
"509",2013,1,1,1556,1600,-4,1737,1739,-2,"EV",5163,"N761ND","LGA","PIT",69,335,16,0,2013-01-01 16:00:00
"510",2013,1,1,1557,1600,-3,1910,1939,-29,"DL",1508,"N955DL","JFK","RSW",171,1074,16,0,2013-01-01 16:00:00
"511",2013,1,1,1557,1600,-3,1746,1742,4,"UA",687,"N487UA","LGA","ORD",143,733,16,0,2013-01-01 16:00:00
"512",2013,1,1,1558,1534,24,1808,1703,65,"EV",4502,"N16546","EWR","BNA",168,748,15,34,2013-01-01 15:00:00
"513",2013,1,1,1558,1359,119,1718,1515,123,"EV",5712,"N826AS","JFK","IAD",53,228,13,59,2013-01-01 13:00:00
"514",2013,1,1,1558,1600,-2,1910,1903,7,"B6",509,"N708JB","EWR","FLL",166,1065,16,0,2013-01-01 16:00:00
"515",2013,1,1,1559,1605,-6,1844,1912,-28,"DL",91,"N374DA","JFK","LAS",309,2248,16,5,2013-01-01 16:00:00
"516",2013,1,1,1600,1610,-10,1712,1729,-17,"9E",4088,"N8968E","JFK","PHL",35,94,16,10,2013-01-01 16:00:00
"517",2013,1,1,1601,1601,0,1750,1735,15,"UA",702,"N484UA","EWR","ORD",141,719,16,1,2013-01-01 16:00:00
"518",2013,1,1,1602,1605,-3,1834,1838,-4,"DL",1861,"N301NB","LGA","MCI",189,1107,16,5,2013-01-01 16:00:00
"519",2013,1,1,1603,1547,16,1720,1708,12,"EV",3272,"N14168","EWR","BUF",58,282,15,47,2013-01-01 15:00:00
"520",2013,1,1,1603,1550,13,1751,1739,12,"B6",917,"N316JB","JFK","ORD",150,740,15,50,2013-01-01 15:00:00
"521",2013,1,1,1603,1600,3,1839,1830,9,"WN",591,"N965WN","EWR","DEN",254,1605,16,0,2013-01-01 16:00:00
"522",2013,1,1,1603,1605,-2,1818,1750,28,"MQ",4415,"N730MQ","LGA","RDU",79,431,16,5,2013-01-01 16:00:00
"523",2013,1,1,1603,1600,3,1912,1906,6,"UA",367,"N820UA","EWR","FLL",162,1065,16,0,2013-01-01 16:00:00
"524",2013,1,1,1604,1510,54,1817,1710,67,"MQ",4579,"N0EGMQ","LGA","CLT",106,544,15,10,2013-01-01 15:00:00
"525",2013,1,1,1605,1610,-5,1804,1800,4,"AA",341,"N569AA","LGA","ORD",146,733,16,10,2013-01-01 16:00:00
"526",2013,1,1,1607,1555,12,1735,1715,20,"B6",12,"N184JB","JFK","SYR",58,209,15,55,2013-01-01 15:00:00
"527",2013,1,1,1607,1443,84,1711,1553,78,"UA",465,"N435UA","EWR","BOS",35,200,14,43,2013-01-01 14:00:00
"528",2013,1,1,1608,1535,33,2002,1850,72,"AA",763,"N3GKAA","LGA","DFW",249,1389,15,35,2013-01-01 15:00:00
"529",2013,1,1,1608,1600,8,1953,1925,28,"AA",1467,"N3DYAA","LGA","MIA",171,1096,16,0,2013-01-01 16:00:00
"530",2013,1,1,1608,1609,-1,1847,1910,-23,"B6",157,"N712JB","JFK","MCO",137,944,16,9,2013-01-01 16:00:00
"531",2013,1,1,1610,1615,-5,1913,1948,-35,"DL",1411,"N947DL","JFK","FLL",155,1069,16,15,2013-01-01 16:00:00
"532",2013,1,1,1610,1615,-5,1827,1830,-3,"DL",1619,"N360NB","LGA","MSP",168,1020,16,15,2013-01-01 16:00:00
"533",2013,1,1,1610,1555,15,1852,1834,18,"DL",1939,"N362NW","LGA","DEN",235,1620,15,55,2013-01-01 15:00:00
"534",2013,1,1,1611,1601,10,2010,1941,29,"UA",1635,"N76504","EWR","PHX",328,2133,16,1,2013-01-01 16:00:00
"535",2013,1,1,1615,1602,13,1748,1728,20,"EV",4406,"N36915","EWR","PIT",73,319,16,2,2013-01-01 16:00:00
"536",2013,1,1,1619,1625,-6,1912,1855,17,"MQ",4661,"N537MQ","LGA","ATL",136,762,16,25,2013-01-01 16:00:00
"537",2013,1,1,1620,1620,0,1945,1922,23,"UA",1178,"N18119","EWR","IAH",242,1400,16,20,2013-01-01 16:00:00
"538",2013,1,1,1621,1548,33,1904,1830,34,"DL",95,"N704X","JFK","ATL",130,760,15,48,2013-01-01 15:00:00
"539",2013,1,1,1623,1620,3,2002,1959,3,"US",35,"N550UW","JFK","PHX",317,2153,16,20,2013-01-01 16:00:00
"540",2013,1,1,1625,1550,35,2054,2050,4,"AA",1635,"N630AA","JFK","SJU",188,1598,15,50,2013-01-01 15:00:00
"541",2013,1,1,1626,1630,-4,2007,1952,15,"B6",675,"N804JB","JFK","LAX",370,2475,16,30,2013-01-01 16:00:00
"542",2013,1,1,1626,1630,-4,1855,1853,2,"DL",702,"N361NW","JFK","DTW",108,509,16,30,2013-01-01 16:00:00
"543",2013,1,1,1627,1459,88,1925,1805,80,"B6",63,"N599JB","JFK","TPA",159,1005,14,59,2013-01-01 14:00:00
"544",2013,1,1,1627,1630,-3,1940,2020,-40,"VX",27,"N847VA","JFK","SFO",354,2586,16,30,2013-01-01 16:00:00
"545",2013,1,1,1628,1524,64,1740,1641,59,"EV",4133,"N14959","EWR","IAD",53,212,15,24,2013-01-01 15:00:00
"546",2013,1,1,1628,1630,-2,1907,1923,-16,"DL",920,"N331NW","JFK","DEN",248,1626,16,30,2013-01-01 16:00:00
"547",2013,1,1,1630,1548,42,1902,1755,67,"EV",4352,"N22909","EWR","CVG",121,569,15,48,2013-01-01 15:00:00
"548",2013,1,1,1630,1636,-6,1913,1943,-30,"B6",143,"N534JB","JFK","PBI",147,1028,16,36,2013-01-01 16:00:00
"549",2013,1,1,1631,1617,14,1740,1727,13,"EV",4299,"N14972","EWR","DCA",48,199,16,17,2013-01-01 16:00:00
"550",2013,1,1,1631,1635,-4,1956,2000,-4,"US",656,"N649AW","EWR","PHX",309,2133,16,35,2013-01-01 16:00:00
"551",2013,1,1,1631,1630,1,1935,1950,-15,"UA",1726,"N75425","EWR","SAN",346,2425,16,30,2013-01-01 16:00:00
"552",2013,1,1,1632,1635,-3,1903,1840,23,"WN",190,"N258WN","LGA","STL",181,888,16,35,2013-01-01 16:00:00
"553",2013,1,1,1632,1635,-3,1824,1810,14,"MQ",3695,"N507MQ","EWR","ORD",139,719,16,35,2013-01-01 16:00:00
"554",2013,1,1,1634,1626,8,1913,1852,21,"UA",69,"N27213","EWR","DEN",247,1605,16,26,2013-01-01 16:00:00
"555",2013,1,1,1635,1630,5,1830,1810,20,"UA",162,"N16701","EWR","CLE",84,404,16,30,2013-01-01 16:00:00
"556",2013,1,1,1636,1639,-3,1747,1755,-8,"B6",1176,"N190JB","EWR","BOS",42,200,16,39,2013-01-01 16:00:00
"557",2013,1,1,1637,1545,52,1858,1819,39,"9E",3321,"N604LR","JFK","MSP",173,1029,15,45,2013-01-01 15:00:00
"558",2013,1,1,1639,1517,82,1815,1639,96,"EV",4580,"N16561","EWR","MKE",140,725,15,17,2013-01-01 15:00:00
"559",2013,1,1,1640,1640,0,1859,1850,9,"MQ",4540,"N723MQ","LGA","DTW",106,502,16,40,2013-01-01 16:00:00
"560",2013,1,1,1641,1650,-9,1746,1820,-34,"AA",1790,"N3BYAA","JFK","BOS",41,187,16,50,2013-01-01 16:00:00
"561",2013,1,1,1642,1610,32,1944,1919,25,"UA",1587,"N17229","EWR","RSW",161,1068,16,10,2013-01-01 16:00:00
"562",2013,1,1,1645,1639,6,1832,1816,16,"EV",4336,"N13538","EWR","GSO",89,445,16,39,2013-01-01 16:00:00
"563",2013,1,1,1649,1639,10,1937,1911,26,"EV",4705,"N14960","EWR","ATL",139,746,16,39,2013-01-01 16:00:00
"564",2013,1,1,1650,1615,35,2009,1913,56,"B6",985,"N564JB","LGA","TPA",162,1010,16,15,2013-01-01 16:00:00
"565",2013,1,1,1651,1650,1,2000,2004,-4,"B6",185,"N665JB","JFK","SAN",349,2446,16,50,2013-01-01 16:00:00
"566",2013,1,1,1652,1640,12,2030,1955,35,"AA",773,"N565AA","LGA","DFW",252,1389,16,40,2013-01-01 16:00:00
"567",2013,1,1,1653,1700,-7,2005,2018,-13,"DL",1807,"N980DL","LGA","FLL",158,1076,17,0,2013-01-01 17:00:00
"568",2013,1,1,1654,1644,10,1752,1753,-1,"EV",4539,"N27962","EWR","MHT",38,209,16,44,2013-01-01 16:00:00
"569",2013,1,1,1654,1700,-6,2020,2034,-14,"DL",706,"N320NB","JFK","AUS",251,1521,17,0,2013-01-01 17:00:00
"570",2013,1,1,1655,1621,34,1804,1724,40,"EV",3260,"N19554","EWR","ALB",36,143,16,21,2013-01-01 16:00:00
"571",2013,1,1,1655,1700,-5,1953,1950,3,"AA",575,"N5DRAA","JFK","EGE",280,1747,17,0,2013-01-01 17:00:00
"572",2013,1,1,1655,1700,-5,2027,2049,-22,"DL",31,"N713TW","JFK","SFO",357,2586,17,0,2013-01-01 17:00:00
"573",2013,1,1,1655,1655,0,2025,2030,-5,"VX",413,"N626VA","JFK","LAX",362,2475,16,55,2013-01-01 16:00:00
"574",2013,1,1,1656,1700,-4,1941,1955,-14,"AA",257,"N3CAAA","JFK","LAS",322,2248,17,0,2013-01-01 17:00:00
"575",2013,1,1,1657,1650,7,1921,1840,41,"WN",2773,"N462WN","EWR","STL",181,872,16,50,2013-01-01 16:00:00
"576",2013,1,1,1657,1630,27,1948,1926,22,"UA",1609,"N17105","EWR","MCO",148,937,16,30,2013-01-01 16:00:00
"577",2013,1,1,1658,1700,-2,1808,1840,-32,"MQ",4323,"N688MQ","JFK","ORF",52,290,17,0,2013-01-01 17:00:00
"578",2013,1,1,1701,1710,-9,2026,2015,11,"AA",695,"N3FUAA","JFK","AUS",247,1521,17,10,2013-01-01 17:00:00
"579",2013,1,1,1701,1700,1,1856,1840,16,"UA",689,"N418UA","LGA","ORD",144,733,17,0,2013-01-01 17:00:00
"580",2013,1,1,1702,1700,2,2044,2028,16,"UA",1259,"N16632","LGA","IAH",234,1416,17,0,2013-01-01 17:00:00
"581",2013,1,1,1705,1705,0,2054,2010,44,"AA",1905,"N4WRAA","EWR","DFW",251,1372,17,5,2013-01-01 17:00:00
"582",2013,1,1,1705,1710,-5,1924,1915,9,"US",1447,"N188US","LGA","CLT",110,544,17,10,2013-01-01 17:00:00
"583",2013,1,1,1707,1705,2,1928,1940,-12,"DL",2121,"N3730B","EWR","ATL",121,746,17,5,2013-01-01 17:00:00
"584",2013,1,1,1707,1700,7,2006,2000,6,"UA",342,"N543UA","EWR","LAX",334,2454,17,0,2013-01-01 17:00:00
"585",2013,1,1,1708,1700,8,2037,2005,32,"WN",1066,"N778SW","EWR","HOU",245,1411,17,0,2013-01-01 17:00:00
"586",2013,1,1,1711,1650,21,1820,1806,14,"EV",4194,"N15986","EWR","BTV",48,266,16,50,2013-01-01 16:00:00
"587",2013,1,1,1711,1635,36,1918,1845,33,"B6",1085,"N228JB","JFK","CLT",112,541,16,35,2013-01-01 16:00:00
"588",2013,1,1,1711,1600,71,2005,1857,68,"B6",369,"N579JB","LGA","PBI",149,1035,16,0,2013-01-01 16:00:00
"589",2013,1,1,1712,1719,-7,1939,1958,-19,"UA",509,"N569UA","LGA","DEN",241,1620,17,19,2013-01-01 17:00:00
"590",2013,1,1,1712,1700,12,2042,2036,6,"UA",635,"N485UA","EWR","SAT",242,1569,17,0,2013-01-01 17:00:00
"591",2013,1,1,1713,1700,13,2006,2014,-8,"B6",15,"N346JB","JFK","FLL",156,1069,17,0,2013-01-01 17:00:00
"592",2013,1,1,1714,1720,-6,1915,1915,0,"AA",1351,"N3CVAA","JFK","ORD",146,740,17,20,2013-01-01 17:00:00
"593",2013,1,1,1716,1730,-14,1947,1953,-6,"F9",511,"N263AV","LGA","DEN",242,1620,17,30,2013-01-01 17:00:00
"594",2013,1,1,1716,1545,91,2140,2039,61,"B6",703,"N651JB","JFK","SJU",183,1598,15,45,2013-01-01 15:00:00
"595",2013,1,1,1716,1709,7,1902,1846,16,"UA",1623,"N19130","EWR","ORD",143,719,17,9,2013-01-01 17:00:00
"596",2013,1,1,1717,1720,-3,1920,1910,10,"AA",345,"N539AA","LGA","ORD",141,733,17,20,2013-01-01 17:00:00
"597",2013,1,1,1718,1710,8,2154,2201,-7,"B6",699,"N507JB","JFK","SJU",189,1598,17,10,2013-01-01 17:00:00
"598",2013,1,1,1719,1720,-1,1908,1905,3,"MQ",4479,"N713MQ","LGA","RDU",80,431,17,20,2013-01-01 17:00:00
"599",2013,1,1,1720,1725,-5,2121,2105,16,"DL",513,"N723TW","JFK","LAX",363,2475,17,25,2013-01-01 17:00:00
"600",2013,1,1,1725,1730,-5,1929,1926,3,"US",449,"N680AW","EWR","CLT",104,529,17,30,2013-01-01 17:00:00
"601",2013,1,1,1725,1720,5,2045,2021,24,"UA",1712,"N17122","EWR","IAH",235,1400,17,20,2013-01-01 17:00:00
"602",2013,1,1,1726,1730,-4,2054,2050,4,"AA",543,"N386AA","JFK","MIA",157,1089,17,30,2013-01-01 17:00:00
"603",2013,1,1,1726,1729,-3,2042,2100,-18,"UA",512,"N557UA","JFK","SFO",347,2586,17,29,2013-01-01 17:00:00
"604",2013,1,1,1727,1725,2,2043,2040,3,"AA",145,"N377AA","JFK","SAN",357,2446,17,25,2013-01-01 17:00:00
"605",2013,1,1,1728,1600,88,2004,1817,107,"EV",3843,"N13903","EWR","SDF",135,642,16,0,2013-01-01 16:00:00
"606",2013,1,1,1729,1718,11,2052,2055,-3,"UA",1284,"N14120","EWR","SFO",360,2565,17,18,2013-01-01 17:00:00
"607",2013,1,1,1730,1730,0,2013,1959,14,"FL",623,"N967AT","LGA","ATL",128,762,17,30,2013-01-01 17:00:00
"608",2013,1,1,1730,1730,0,2126,2110,16,"B6",179,"N618JB","JFK","PHX",323,2153,17,30,2013-01-01 17:00:00
"609",2013,1,1,1730,1729,1,2039,2058,-19,"UA",1715,"N77296","EWR","SEA",344,2402,17,29,2013-01-01 17:00:00
"610",2013,1,1,1732,1630,62,2028,1825,123,"EV",4092,"N16911","EWR","DAY",119,533,16,30,2013-01-01 16:00:00
"611",2013,1,1,1736,1640,56,2047,2001,46,"B6",139,"N329JB","JFK","RSW",176,1074,16,40,2013-01-01 16:00:00
"612",2013,1,1,1738,1745,-7,2030,2042,-12,"B6",547,"N508JB","EWR","PBI",147,1023,17,45,2013-01-01 17:00:00
"613",2013,1,1,1739,1745,-6,1956,1953,3,"DL",2331,"N965DL","LGA","DTW",93,502,17,45,2013-01-01 17:00:00
"614",2013,1,1,1739,1740,-1,2051,2112,-21,"DL",1339,"N3761R","JFK","PDX",341,2454,17,40,2013-01-01 17:00:00
"615",2013,1,1,1740,1630,70,2102,1954,68,"DL",2139,"N369NW","LGA","MIA",167,1096,16,30,2013-01-01 16:00:00
"616",2013,1,1,1740,1745,-5,2158,2020,NA,"MQ",4413,"N739MQ","LGA","XNA",NA,1147,17,45,2013-01-01 17:00:00
"617",2013,1,1,1742,1746,-4,2028,2052,-24,"DL",1585,"N933DL","LGA","MCO",145,950,17,46,2013-01-01 17:00:00
"618",2013,1,1,1743,1615,88,1925,1819,66,"9E",3651,"N8515F","JFK","RDU",72,427,16,15,2013-01-01 16:00:00
"619",2013,1,1,1744,1750,-6,2043,2045,-2,"B6",527,"N661JB","EWR","MCO",137,937,17,50,2013-01-01 17:00:00
"620",2013,1,1,1744,1720,24,2052,2025,27,"B6",163,"N658JB","JFK","TPA",160,1005,17,20,2013-01-01 17:00:00
"621",2013,1,1,1744,1745,-1,2055,2059,-4,"DL",1935,"N900DE","LGA","TPA",160,1010,17,45,2013-01-01 17:00:00
"622",2013,1,1,1744,1745,-1,1925,1915,10,"WN",128,"N8324A","LGA","MDW",137,725,17,45,2013-01-01 17:00:00
"623",2013,1,1,1745,1749,-4,1943,1909,34,"B6",1307,"N216JB","JFK","IAD",65,228,17,49,2013-01-01 17:00:00
"624",2013,1,1,1750,1750,0,2109,2115,-6,"UA",535,"N525UA","JFK","LAX",345,2475,17,50,2013-01-01 17:00:00
"625",2013,1,1,1751,1745,6,2044,2040,4,"B6",9,"N527JB","JFK","MCO",141,944,17,45,2013-01-01 17:00:00
"626",2013,1,1,1751,1745,6,2015,1910,65,"WN",3384,"N764SW","EWR","MDW",148,711,17,45,2013-01-01 17:00:00
"627",2013,1,1,1753,1745,8,2058,2037,21,"B6",391,"N630JB","LGA","MCO",144,950,17,45,2013-01-01 17:00:00
"628",2013,1,1,1756,1725,31,2036,2019,17,"UA",376,"N523UA","EWR","MCO",140,937,17,25,2013-01-01 17:00:00
"629",2013,1,1,1757,1703,54,1904,1813,51,"EV",4373,"N14998","EWR","DCA",45,199,17,3,2013-01-01 17:00:00
"630",2013,1,1,1757,1759,-2,2027,2042,-15,"DL",1047,"N643DL","LGA","ATL",125,762,17,59,2013-01-01 17:00:00
"631",2013,1,1,1758,1800,-2,1905,1917,-12,"B6",1016,"N304JB","JFK","BOS",36,187,18,0,2013-01-01 18:00:00
"632",2013,1,1,1758,1800,-2,2105,2110,-5,"B6",989,"N663JB","JFK","FLL",152,1069,18,0,2013-01-01 18:00:00
"633",2013,1,1,1758,1749,9,2020,1943,37,"UA",1676,"N37274","EWR","ORD",135,719,17,49,2013-01-01 17:00:00
"634",2013,1,1,1759,1759,0,1957,1949,8,"EV",4581,"N13566","EWR","CMH",95,463,17,59,2013-01-01 17:00:00
"635",2013,1,1,1800,1800,0,1945,1951,-6,"B6",1111,"N294JB","JFK","RDU",78,427,18,0,2013-01-01 18:00:00
"636",2013,1,1,1800,1800,0,1951,1954,-3,"UA",1053,"N16703","EWR","CLE",83,404,18,0,2013-01-01 18:00:00
"637",2013,1,1,1802,1805,-3,1930,1944,-14,"DL",1006,"N359NB","LGA","BUF",61,292,18,5,2013-01-01 18:00:00
"638",2013,1,1,1802,1801,1,2125,2137,-12,"UA",1165,"N75429","EWR","LAX",340,2454,18,1,2013-01-01 18:00:00
"639",2013,1,1,1803,1726,37,2011,1934,37,"EV",4382,"N13958","EWR","DTW",104,488,17,26,2013-01-01 17:00:00
"640",2013,1,1,1803,1620,103,2008,1750,138,"MQ",4622,"N504MQ","LGA","BNA",154,764,16,20,2013-01-01 16:00:00
"641",2013,1,1,1803,1800,3,2021,2001,20,"US",373,"N510UW","JFK","CLT",100,541,18,0,2013-01-01 18:00:00
"642",2013,1,1,1805,1757,8,2117,2119,-2,"UA",1152,"N39463","EWR","PDX",336,2434,17,57,2013-01-01 17:00:00
"643",2013,1,1,1806,1810,-4,2002,1945,17,"MQ",4484,"N711MQ","LGA","BNA",152,764,18,10,2013-01-01 18:00:00
"644",2013,1,1,1807,1738,29,2251,2103,NA,"UA",1228,"N31412","EWR","SAN",NA,2425,17,38,2013-01-01 17:00:00
"645",2013,1,1,1808,1815,-7,2111,2130,-19,"AS",7,"N553AS","EWR","SEA",336,2402,18,15,2013-01-01 18:00:00
"646",2013,1,1,1809,1810,-1,2117,2132,-15,"B6",217,"N592JB","JFK","LGB",337,2465,18,10,2013-01-01 18:00:00
"647",2013,1,1,1811,1759,12,2132,2118,14,"UA",618,"N482UA","EWR","DFW",228,1372,17,59,2013-01-01 17:00:00
"648",2013,1,1,1814,1700,74,2051,1855,116,"EV",4202,"N19966","EWR","STL",177,872,17,0,2013-01-01 17:00:00
"649",2013,1,1,1814,1815,-1,2122,2151,-29,"B6",173,"N569JB","JFK","SJC",334,2569,18,15,2013-01-01 18:00:00
"650",2013,1,1,1815,1325,290,2120,1542,338,"EV",4417,"N17185","EWR","OMA",213,1134,13,25,2013-01-01 13:00:00
"651",2013,1,1,1815,1805,10,1928,1920,8,"WN",731,"N266WN","LGA","BWI",46,185,18,5,2013-01-01 18:00:00
"652",2013,1,1,1816,1805,11,2013,1955,18,"MQ",4626,"N8EGMQ","LGA","CMH",93,479,18,5,2013-01-01 18:00:00
"653",2013,1,1,1816,1800,16,2101,2050,11,"UA",638,"N522UA","EWR","LAS",307,2227,18,0,2013-01-01 18:00:00
"654",2013,1,1,1817,1820,-3,2008,2005,3,"AA",353,"N3AXAA","LGA","ORD",138,733,18,20,2013-01-01 18:00:00
"655",2013,1,1,1820,1820,0,2216,2150,26,"AA",119,"N3FMAA","EWR","LAX",366,2454,18,20,2013-01-01 18:00:00
"656",2013,1,1,1823,1830,-7,2036,2055,-19,"DL",924,"N337NW","JFK","MSP",158,1029,18,30,2013-01-01 18:00:00
"657",2013,1,1,1824,1830,-6,2203,2205,-2,"AA",269,"N3ETAA","JFK","SEA",348,2422,18,30,2013-01-01 18:00:00
"658",2013,1,1,1825,1829,-4,2056,2053,3,"9E",3286,"N906XJ","JFK","DTW",107,509,18,29,2013-01-01 18:00:00
"659",2013,1,1,1825,1829,-4,2046,2032,14,"US",1973,"N460UW","EWR","CLT",106,529,18,29,2013-01-01 18:00:00
"660",2013,1,1,1826,1810,16,2132,2130,2,"AA",1611,"N3DWAA","LGA","MIA",153,1096,18,10,2013-01-01 18:00:00
"661",2013,1,1,1826,1830,-4,2154,2207,-13,"DL",1643,"N3772H","JFK","SEA",334,2422,18,30,2013-01-01 18:00:00
"662",2013,1,1,1827,1829,-2,2105,2056,9,"UA",1139,"N39728","EWR","DEN",246,1605,18,29,2013-01-01 18:00:00
"663",2013,1,1,1828,1805,23,2023,1951,32,"EV",4334,"N11119","LGA","CLE",80,419,18,5,2013-01-01 18:00:00
"664",2013,1,1,1830,1829,1,2131,2125,6,"UA",1684,"N33714","EWR","PBI",152,1023,18,29,2013-01-01 18:00:00
"665",2013,1,1,1832,1823,9,1948,1940,8,"EV",4326,"N13988","EWR","PWM",48,284,18,23,2013-01-01 18:00:00
"666",2013,1,1,1832,1835,-3,2059,2103,-4,"9E",3830,"N8894A","JFK","CHS",106,636,18,35,2013-01-01 18:00:00
"667",2013,1,1,1832,1828,4,2144,2144,0,"UA",1075,"N18220","EWR","SNA",342,2434,18,28,2013-01-01 18:00:00
"668",2013,1,1,1834,1840,-6,2027,2020,7,"MQ",3730,"N517MQ","EWR","ORD",137,719,18,40,2013-01-01 18:00:00
"669",2013,1,1,1834,1800,34,2014,1942,32,"UA",668,"N467UA","LGA","ORD",123,733,18,0,2013-01-01 18:00:00
"670",2013,1,1,1836,1726,70,2107,1933,94,"EV",4179,"N14543","EWR","CVG",123,569,17,26,2013-01-01 17:00:00
"671",2013,1,1,1840,1836,4,2022,2010,12,"B6",130,"N281JB","JFK","BUF",70,301,18,36,2013-01-01 18:00:00
"672",2013,1,1,1840,1845,-5,2055,2030,25,"MQ",4517,"N725MQ","LGA","CRW",96,444,18,45,2013-01-01 18:00:00
"673",2013,1,1,1840,1845,-5,2223,2226,-3,"UA",389,"N508UA","JFK","SFO",357,2586,18,45,2013-01-01 18:00:00
"674",2013,1,1,1842,1422,260,1958,1535,263,"EV",4633,"N18120","EWR","BTV",46,266,14,22,2013-01-01 14:00:00
"675",2013,1,1,1842,1829,13,2144,2136,8,"UA",1292,"N14214","EWR","FLL",149,1065,18,29,2013-01-01 18:00:00
"676",2013,1,1,1843,1850,-7,2052,2050,2,"AA",2019,"N594AA","LGA","STL",169,888,18,50,2013-01-01 18:00:00
"677",2013,1,1,1843,1845,-2,1955,2024,-29,"DL",904,"N344NB","JFK","BOS",34,187,18,45,2013-01-01 18:00:00
"678",2013,1,1,1843,1835,8,2339,2346,-7,"DL",329,"N900PC","JFK","SJU",192,1598,18,35,2013-01-01 18:00:00
"679",2013,1,1,1846,1745,61,2147,2055,52,"AA",785,"N3ESAA","LGA","DFW",223,1389,17,45,2013-01-01 17:00:00
"680",2013,1,1,1846,1855,-9,2336,2355,-19,"AA",1613,"N5BYAA","JFK","SJU",190,1598,18,55,2013-01-01 18:00:00
"681",2013,1,1,1848,1745,63,2238,2120,78,"AA",177,"N332AA","JFK","SFO",361,2586,17,45,2013-01-01 17:00:00
"682",2013,1,1,1849,1900,-11,2131,2129,2,"FL",645,"N920AT","LGA","ATL",134,762,19,0,2013-01-01 19:00:00
"683",2013,1,1,1850,1900,-10,2007,2016,-9,"EV",5714,"N835AS","JFK","IAD",55,228,19,0,2013-01-01 19:00:00
"684",2013,1,1,1850,1850,0,2142,2141,1,"9E",3364,"N908XJ","JFK","MSY",207,1182,18,50,2013-01-01 18:00:00
"685",2013,1,1,1850,1850,0,2249,2240,9,"VX",29,"N638VA","JFK","SFO",364,2586,18,50,2013-01-01 18:00:00
"686",2013,1,1,1853,1900,-7,2004,2018,-14,"US",2187,"N951UW","LGA","DCA",54,214,19,0,2013-01-01 19:00:00
"687",2013,1,1,1854,1830,24,2055,2015,40,"MQ",4674,"N518MQ","LGA","CLE",87,419,18,30,2013-01-01 18:00:00
"688",2013,1,1,1855,1859,-4,2140,2145,-5,"DL",947,"N339NW","LGA","ATL",135,762,18,59,2013-01-01 18:00:00
"689",2013,1,1,1855,1848,7,2203,2200,3,"UA",1128,"N36207","LGA","IAH",231,1416,18,48,2013-01-01 18:00:00
"690",2013,1,1,1856,1645,131,2212,2005,127,"AA",181,"N323AA","JFK","LAX",336,2475,16,45,2013-01-01 16:00:00
"691",2013,1,1,1856,1859,-3,2133,2155,-22,"B6",155,"N505JB","JFK","MCO",133,944,18,59,2013-01-01 18:00:00
"692",2013,1,1,1856,1855,1,2142,2142,0,"DL",951,"N173DZ","JFK","ATL",132,760,18,55,2013-01-01 18:00:00
"693",2013,1,1,1858,1900,-2,2034,2035,-1,"WN",2944,"N905WN","LGA","MKE",131,738,19,0,2013-01-01 19:00:00
"694",2013,1,1,1859,1900,-1,2012,2021,-9,"EV",4131,"N11544","EWR","RIC",55,277,19,0,2013-01-01 19:00:00
"695",2013,1,1,1859,1900,-1,2151,2238,-47,"DL",1967,"N329NW","JFK","MIA",150,1089,19,0,2013-01-01 19:00:00
"696",2013,1,1,1900,1845,15,2212,2227,-15,"B6",91,"N523JB","JFK","OAK",330,2576,18,45,2013-01-01 18:00:00
"697",2013,1,1,1904,1905,-1,2139,2227,-48,"DL",2159,"N3758Y","JFK","MCO",133,944,19,5,2013-01-01 19:00:00
"698",2013,1,1,1904,1905,-1,2157,2208,-11,"UA",1444,"N14242","EWR","TPA",150,997,19,5,2013-01-01 19:00:00
"699",2013,1,1,1905,1900,5,2311,2301,10,"DL",853,"N727TW","JFK","SFO",361,2586,19,0,2013-01-01 19:00:00
"700",2013,1,1,1906,1915,-9,2211,2244,-33,"DL",2391,"N922DL","JFK","TPA",159,1005,19,15,2013-01-01 19:00:00
"701",2013,1,1,1909,1912,-3,2239,2237,2,"B6",87,"N559JB","JFK","SLC",291,1990,19,12,2013-01-01 19:00:00
"702",2013,1,1,1909,1910,-1,2212,2224,-12,"DL",1629,"N6710E","JFK","LAS",323,2248,19,10,2013-01-01 19:00:00
"703",2013,1,1,1910,1909,1,2126,2046,40,"EV",3807,"N13978","EWR","BNA",159,748,19,9,2013-01-01 19:00:00
"704",2013,1,1,1910,1910,0,2126,2107,19,"9E",3359,"N925XJ","JFK","ORD",141,740,19,10,2013-01-01 19:00:00
"705",2013,1,1,1910,1855,15,2118,2103,15,"US",1491,"N540UW","LGA","CLT",107,544,18,55,2013-01-01 18:00:00
"706",2013,1,1,1911,1910,1,2050,2055,-5,"MQ",4569,"N737MQ","LGA","RDU",81,431,19,10,2013-01-01 19:00:00
"707",2013,1,1,1912,1915,-3,2200,2219,-19,"DL",1485,"N917DL","LGA","MCO",142,950,19,15,2013-01-01 19:00:00
"708",2013,1,1,1912,1908,4,2242,2257,-15,"UA",927,"N432UA","EWR","PHX",309,2133,19,8,2013-01-01 19:00:00
